FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66de,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,Zomenou 2,EPP Zomenou Kope,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6886157972943031 7.516809380126572)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66dd,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,Chiyime,JEP Chiyime,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Moyen-Mono,Non,MEPSTA,POINT (1.5710239039057021 7.304690127718366)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66dc,Plateaux,Wawa,Wawa 1,Badou,Badou,EPP Badou,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Ecole primaire,Nsp,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6055534866385069 7.579404965231269)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66db,Plateaux,Kloto,Kloto 1,Womé,Zongo,Lycée Wome,90913818,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kpalimé,Oui,MEPSTA,POINT (0.5796837877772326 6.844359662445005)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66da,Savanes,Tône,Tône 4,Korbongou,Tantoga,CEGIL Tantoga,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Ecole primaire,Nsp,IEPP Tône-Est,Non,MEPSTA,POINT (0.3425383333333334 10.969359999999988)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d9,Savanes,Tône,Tône 2,Naki-Ouest,Yobre,JEP Yobre,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Tône-Ouest,Non,MEPSTA,POINT (0.1006554644859302 10.963846066673492)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d8,Kara,Dankpen,Dankpen 1,Koulféikou,Tchagloubi,JEP Koulfiekou Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Dankpen,Non,MEPSTA,POINT (0.4054737940316365 9.981725565045924)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Cacaveli,CPL Itiyade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1941381662371007 6.221484111442489)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d6,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Gbomame,JEL Emilienne,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Lomé-Ouest,Non,MEPSTA,POINT (1.1310444939441664 6.209887760564237)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d5,Maritime,Golfe,Golfe 3,Bè-Ouest,Tokoin elavagnon,JEP Cgge,O1 BP 2309,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Lomé-Centre,Non,MEPSTA,POINT (1.2253120687375645 6.151595600862142)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d4,Savanes,Tône,Tône 1,Dapaong,Touaga,CPL La Différence,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Dapaong,Non,MEPSTA,POINT (0.2218240001321751 10.875594432162014)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Anokui,CS Le Faucon Jardin,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Nsp,IEPP Agoè-Nyivé-Ouest,Non,MEPSTA,POINT (1.1839255136151492 6.240870472461077)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Logopé,CS La Solution Idéale Primaire,Logopé,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Agoè-Nyivé-Ouest,Non,MEPSTA,POINT (1.17398749925978 6.240068575898136)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d1,Kara,Kozah,Kozah 3,Awandjélo,Kpalassi,JEP Kpalassi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kozah-Sud,Non,MEPSTA,POINT (1.2298041287815165 9.450180346193523)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66d0,Savanes,Tône,Tône 2,Namaré,Namare,JEP Namare,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Cinkassé,Non,MEPSTA,POINT (0.088105560495946 10.990916035979136)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66cf,Maritime,Golfe,Golfe 3,Bè-Ouest,Tokoin soted,CPL L'amitié,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2225556782091866 6.150771613835168)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66ce,Maritime,Golfe,Golfe 3,Bè-Ouest,Above,JEL Le Roseau,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Lomé-Centre,Non,MEPSTA,POINT (1.207094609094439 6.162821980610727)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66cd,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,New Life International School,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2557741096684454 6.1924442376644775)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66cc,Maritime,Golfe,Golfe 5,Aflao-Gakli,Totsi,CS Le Triomphe Du Destin 2 Primaire,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - individuel,IEPP Lomé-Centre,Non,MEPSTA,POINT (1.1856481035023416 6.199024833028926)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66cb,Maritime,Golfe,Golfe 6,Baguida,Agodeka,CPL Tony Victor,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Nsp,IESG Golfe-Est,Non,MEPSTA,POINT (1.367408566894793 6.189611809545767)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66ca,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Segbe,EPI Les Jardins Des Vertueux,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Lomé-Ouest,Non,MEPSTA,POINT (1.1094839149359856 6.199047101139365)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c9,Maritime,Vo,Vo 3,Dagbati,Akoudoukpo,EPC Akoudoukpo,Ecole abandonnée,"{Jeudi,Lundi,Mardi,Vendredi}",Ecole primaire,Prive - individuel,IEPP Vo-Nord,Non,MEPSTA,POINT (1.4629649999999996 6.554951666666639)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c8,Maritime,Vo,Vo 1,Vogan,Novissi,EPE Le Bon Samaritain,BP50,"{Lundi,Mardi,Jeudi,Vendredi}",Ecole primaire,Prive - individuel,IEPP Vo-Sud,Non,MEPSTA,POINT (1.5265784826859405 6.345649909801049)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c7,Maritime,Yoto,Yoto 2,Ahépé,Kpowla,EPL Aux Ames Bien Nees,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - individuel,IEPP Yoto-Ouest,Non,MEPSTA,POINT (1.392338146708959 6.5972135970770305)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c6,Plateaux,Ogou,Ogou 3,Gléi,Adanka,CEPE Adanka,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.164549777188574 7.243793080236336)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c5,Kara,Doufelgou,Doufelgou 3,Alloum,Kpasside,JEP Kpasside,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Doufelgou,Non,MEPSTA,POINT (0.9606002289211393 9.726567412721979)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c4,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Kove 1,CS Ppe Informatique Primaire,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,autre,IEPP Agoè-Nyivé-Ouest,Non,MEPSTA,POINT (1.1625165454407769 6.259241953565579)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c3,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Dadjouare,JEP Dadjouare,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Tandjoaré,Non,MEPSTA,POINT (0.0134883333333338 10.732886666666614)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c2,Plateaux,Akébou,Akébou 1,Yalla,Foto yeye,EPP Foto Yeye,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Akebou,Non,MEPSTA,POINT (0.6205700000000007 7.784768333333332)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c1,Kara,Binah,Binah 1,Solla,N gnenekoi,JEP N Gnenekoi,BP 83,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Binah,Non,MEPSTA,POINT (1.3612536625701406 9.926454687840382)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66c0,Savanes,Tône,Tône 4,Sanfatoute,Waldjoague,EPP Waldjoague,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Tône-Est,Oui,MEPSTA,POINT (0.3441296076709 11.043822878771298)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66bf,Centrale,Tchamba,Tchamba 3,Kaboli,Odorin,EDIL Odorin,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Tchamba-Est,Non,MEPSTA,POINT (1.62749990673269 8.657476810591444)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66be,Savanes,Tône,Tône 4,Korbongou,Nadjou tomone,EPP Tomone Momba,BP180,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Ecole primaire,Domaine public de l'Etat,IEPP Tône-Est,Non,MEPSTA,POINT (0.3859547580765718 11.033612362074445)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66bd,Plateaux,Kloto,Kloto 3,Kouma,Kuma-dovota,EPC Kuma-dovota,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - individuel,IEPP Kloto-Ouest,Oui,MEPSTA,POINT (0.5957847899457566 7.00690309985312)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66bc,Plateaux,Ogou,Ogou 4,Ountivou,Datcha,EDIL Datcha Agouna,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.6388281133928457 7.465686627564245)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66bb,Kara,Binah,Binah 1,Pagouda,Madjatom,CEG Madjatom,S/C BP 128 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.3611663469452029 9.820959879611268)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66ba,Plateaux,Moyen-Mono,Moyen-Mono 2,Saligbé,Djamahoé,EPEP Saligbe,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - individuel,IEPP Moyen-Mono,Oui,MEPSTA,POINT (1.6322811584960033 7.223638069007838)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b9,Kara,Binah,Binah 1,Solla,Koukole,JEP Koukole,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Binah,Non,MEPSTA,POINT (1.3620841681364992 9.973358178043993)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b8,Kara,Binah,Binah 1,Boufalé,Banware,JEP Banware,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Binah,Non,MEPSTA,POINT (1.3599174318266793 9.85541506197912)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b7,Plateaux,Ogou,Ogou 1,Djama,Koeroma,EPP Agbonou Koeroma Ge,Nsp,"{Mardi,Jeudi,Mercredi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.1621635436629478 7.51796838264842)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Sogbossito,CS Le Sauveur Maternelle,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Agoè-Nyivé-Ouest,Non,MEPSTA,POINT (1.1765615781596965 6.250138045579759)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b5,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Vakpossito,CS Jce De L'excellence,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1563247719030831 6.219614707364504)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b4,Maritime,Avé,Avé 1,Assahoun,Apeyeme,EPP Apeyeme Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.9136770871693123 6.4449264005242695)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b3,Plateaux,Haho,Haho 1,Notsé,Hakedji,JEDIL Hakedji,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Ecole primaire,Nsp,IEPP Haho-Sud,Non,MEPSTA,POINT (1.0632886670025332 6.833986888286075)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b2,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Yokoè,EC Sola Gratia College,BP 80412,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1463137160696895 6.181818503702405)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b1,Maritime,Avé,Avé 1,Assahoun,Ana,EPC De Ana,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Avé,Non,MEPSTA,POINT (0.9538855293713786 6.485718738952225)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66b0,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,Dzogbe kope,JEP Dzogbe Kope Groupe A,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.687323046094927 7.502884838897386)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66af,Plateaux,Kloto,Kloto 1,Tomé,Atchanve,EPP Atchave,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6450333333333319 6.835971666666671)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66ae,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Salimde,EDIL Salimde,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Tchaoudjo-Sud,Non,MEPSTA,POINT (1.187895 8.970529999999995)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66ad,Plateaux,Kloto,Kloto 1,Womé,Fiomaketodzi,EPP Fiomaketodzi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.5438383333333338 6.868581666666662)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66ac,Plateaux,Kloto,Kloto 1,Womé,Fiomaketodzi,JEP Fiomaketodzi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.5444265379075722 6.868681031582762)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66ab,Centrale,Blitta,Blitta 2,Langabou,Gbegue,JEP Gbegue,91071139,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Blitta-Est,Non,MEPSTA,POINT (1.1361129532713818 8.140814729697807)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66aa,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Senoukope,CPL Rego JE,B.P 20849,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Ouest,Oui,MEPSTA,POINT (1.1562552435386493 6.2776193712980755)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Dalime,CS La Fabienne 3 Primaire,13BP34,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Agoè-Nyivé-Ouest,Non,MEPSTA,POINT (1.1605103580548028 6.233886635666743)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a8,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Alinka,EPL La Lumiere L.s,91728086,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.1951838104946173 6.266906752852111)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a7,Maritime,Yoto,Yoto 1,Kini-Kondji,Wogblavi-kondji,EPP Wogblavi Kondji,S/C IEPP YOTO EST BP 20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.5234890387731208 6.603925674519326)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a6,Maritime,Yoto,Yoto 1,Kini-Kondji,Sikpe adegou,EPP Sikpe Adegou Gb,S/C IEPP YOTO EST BP 20,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Oui,MEPSTA,POINT (1.547089250021412 6.611965507466484)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a5,Maritime,Yoto,Yoto 1,Kini-Kondji,Awoute kondji,JEP Awoute Kondji,BP20,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.5364427645530045 6.603336430233362)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a4,Maritime,Yoto,Yoto 1,Kini-Kondji,Kini kondji,JEP Kini Kondji,Non,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Yoto-Est,Oui,MEPSTA,POINT (1.541244383096546 6.605926312060422)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a3,Maritime,Yoto,Yoto 1,Kini-Kondji,Awoute kondji,EPP Awoute Kondji,IEPP YOTO EST BP 20,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.5366283911552154 6.603318328583458)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a2,Maritime,Yoto,Yoto 1,Kini-Kondji,Ahlemegni,EPP Ahlemegni,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Oui,MEPSTA,POINT (1.5873849175829853 6.603163024507057)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a1,Maritime,Yoto,Yoto 2,Tchékpo,Koleve,EPP Koleve,BP40 AHEPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Ouest,Non,MEPSTA,POINT (1.3139756850127853 6.564806258568039)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-66a0,Maritime,Yoto,Yoto 1,Kini-Kondji,Kpokou kondji,EPP Kpokou Kondji,Néant,"{Lundi,Mardi,Mercredi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.613441879393473 6.586106744265555)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-669f,Maritime,Yoto,Yoto 1,Kini-Kondji,Bedjeme,EPP Bedjeme,S/C IEPP YOTO EST BP 20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.531330265772837 6.602724375752117)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-669e,Maritime,Yoto,Yoto 1,Kini-Kondji,Kini-kondji,EPP Kini Kondji Ga,S/C IEPP YOTO EST BP 20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.541212180930811 6.606426303101165)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-669d,Plateaux,Akébou,Akébou 1,Djon,Densou,EPP Etchoulekpe,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Akebou,Non,MEPSTA,POINT (0.6417679106109334 7.711927686849183)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-669c,Maritime,Yoto,Yoto 1,Kini-Kondji,Kini kondji,Lycée Kini Kondji,CEG KINI KONDJI,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Non,MEPSTA,POINT (1.540363612995772 6.603971950231405)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-669b,Maritime,Yoto,Yoto 3,Gboto,Zeve,JEP Gboto-zeve,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Yoto-Est,Non,MEPSTA,POINT (1.4783764151897762 6.704399244040146)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-669a,Maritime,Yoto,Yoto 1,Kini-Kondji,Kini kondji,EPP Kini Kondji Gb,S/C IEPP YOTO EST BP 20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.541144125703718 6.605799694626826)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6699,Maritime,Yoto,Yoto 2,Zafi,Tove,EPP Tove,BP 40 AHEPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Ouest,Oui,MEPSTA,POINT (1.2848839123869509 6.705986226519738)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6698,Maritime,Yoto,Yoto 1,Kini-Kondji,Kini kondji,Lycée Kini Kondji,LYCEE KINI KONDJI BP 51,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Vogan,Non,MEPSTA,POINT (1.540448622098447 6.603977036172403)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6697,Maritime,Yoto,Yoto 1,Kini-Kondji,Sikpe adegou,EPP Sikpe Adegou Ga,S/C IEPP YOYO EST BP 20,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Est,Oui,MEPSTA,POINT (1.547478417391997 6.612433657582687)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6696,Maritime,Yoto,Yoto 2,Tchékpo,Deve,EEP Tchekpo Deve Gb,BP40 AHEPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Ouest,Oui,MEPSTA,POINT (1.3683941164518754 6.481286227617059)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6695,Maritime,Yoto,Yoto 2,Tchékpo,Deve,EPP Tchekpo Deve,BP40 AHEPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Ouest,Oui,MEPSTA,POINT (1.3685061157577019 6.481046494758579)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6694,Plateaux,Kloto,Kloto 1,Kpadapé,Sevenokope,EPP Sevenokope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.5817533333333331 6.801305000000007)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6693,Maritime,Yoto,Yoto 2,Tchékpo,Deve,JEP Tchekpo Deve,BP40 AHEPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Yoto-Ouest,Non,MEPSTA,POINT (1.3692289768516122 6.481172169076225)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-6692,Maritime,Yoto,Yoto 2,Tchékpo,Avedji,EPP Tchekpo Avedji,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Yoto-Ouest,Non,MEPSTA,POINT (1.380861120633599 6.466110888677659)
