FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2927,Plateaux,Kloto,Kloto 1,Womé,Zongo,Lycée Wome,90913818,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kpalimé,Oui,MEPSTA,POINT (0.5796837877772326 6.844359662445005)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2926,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Cacaveli,CPL Itiyade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1941381662371007 6.221484111442489)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2925,Savanes,Tône,Tône 1,Dapaong,Touaga,CPL La Différence,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Dapaong,Non,MEPSTA,POINT (0.2218240001321751 10.875594432162014)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2924,Maritime,Golfe,Golfe 3,Bè-Ouest,Tokoin soted,CPL L'amitié,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2225556782091866 6.150771613835168)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2923,Kara,Binah,Binah 1,Pagouda,Madjatom,CEG Madjatom,S/C BP 128 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.3611663469452029 9.820959879611268)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2922,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Vakpossito,CS Jce De L'excellence,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1563247719030831 6.219614707364504)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2921,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Yokoè,EC Sola Gratia College,BP 80412,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1463137160696895 6.181818503702405)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2920,Maritime,Yoto,Yoto 1,Kini-Kondji,Kini kondji,Lycée Kini Kondji,CEG KINI KONDJI,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Non,MEPSTA,POINT (1.540363612995772 6.603971950231405)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-291f,Maritime,Golfe,Golfe 3,Bè-Ouest,Doumassesse,CS Jean De La Fontaine College,Nsp,Nsp,College,Nsp,IESG Golfe-Ouest,Nsp,,POINT (1.2142254032326452 6.157993560266544)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-291e,Maritime,Yoto,Yoto 2,Tchékpo,Deve,CEG Tchekpo Deve,BP42 Tsevié,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.3715005024228286 6.477390354261803)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-291d,Maritime,Yoto,Yoto 2,Tchékpo,Dedekpoe,CEG Lycée Tchekpo Dedekpoe,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.3601072554840063 6.526127278956628)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-291c,Plateaux,Kloto,Kloto 1,Kpadapé,Zangarame,CPL Esperance Kpadape,Nsp,"{Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Kpalimé,Non,MEPSTA,POINT (0.5954509807484485 6.8370038597055025)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-291b,Plateaux,Kloto,Kloto 1,Kpadapé,Yeviepe nyive,CEG Yeviepe Nyive,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kpalimé,Non,MEPSTA,POINT (0.5797720969471117 6.8131043716473805)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-291a,Maritime,Yoto,Yoto 3,Gboto,Kossidame,College Methodiste De Gboto Kossidame,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Vogan,Oui,MEPSTA,POINT (1.4833413380228808 6.685408704641673)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2919,Maritime,Yoto,Yoto 2,Zafi,Yoto kope,CEG Yoto Kope,BP52 HAPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Vogan,Oui,MEPSTA,POINT (1.3134582953855134 6.740338691206439)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2918,Maritime,Yoto,Yoto 2,Zafi,Tchrami,CEG Methodiste De Zafi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Vogan,Oui,MEPSTA,POINT (1.3741301392759933 6.625742012801581)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2917,Maritime,Yoto,Yoto 2,Zafi,Zafi,CEG Zafi,BP52 AHEPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.3808197963360733 6.620877846285274)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2916,Maritime,Zio,Zio 1,Abobo,Atite gome,CPL Yahveh,Néant,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2800425857346271 6.28965206883791)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2915,Maritime,Yoto,Yoto 3,Gboto,Gboto kossidame,CPL La Releve,Néant,"{Lundi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Vogan,Oui,MEPSTA,POINT (1.4874816666666661 6.679826666666661)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2914,Maritime,Yoto,Yoto 3,Gboto,Gboto assigame,CEG Gboto Assigame,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Vogan,Oui,MEPSTA,POINT (1.497883219909213 6.672248701958948)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2913,Maritime,Yoto,Yoto 3,Gboto,Gboto-vodoupe,CEG Gboto-vodoupe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.5277836947261527 6.669846930077367)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2912,Maritime,Yoto,Yoto 3,Gboto,Zeve,CEG Gboto-zeve,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Vogan,Oui,MEPSTA,POINT (1.4793605749836196 6.712294575146112)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2911,Maritime,Zio,Zio 1,Abobo,Kleme 2,Complexe Scolaire Victoire Plus College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2942427518486508 6.25643452505109)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2910,Maritime,Yoto,Yoto 3,Tométy-Kondji,Apedome 1,CEG Tomety Kondji,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.5330803680275016 6.772779950135046)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-290f,Maritime,Yoto,Yoto 3,Tométy-Kondji,Kodehoe,CEG Kodehoe,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.54390611251289 6.766410776039333)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-290e,Maritime,Yoto,Yoto 3,Tométy-Kondji,Zouvi,CEGIL Zouvi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Vogan,Non,MEPSTA,POINT (1.511435013727013 6.78139792363475)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-290d,Maritime,Yoto,Yoto 3,Tométy-Kondji,Agodome,CEG Agodome,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.5009558589724143 6.758332104488244)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-290c,Maritime,Golfe,Golfe 1,Bè-Est,Tokoin Tame,College ITEC Amou Fred,Nsp,Nsp,College,Nsp,IESG Golfe-Est,Nsp,,POINT (1.2616261722813844 6.164732451438979)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-290b,Maritime,Zio,Zio 1,Abobo,Kpota,CEG Aveta Ga,S/C BP 42,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Nsp,IESG Tsevié,Oui,MEPSTA,POINT (1.2860766666666674 6.273243333333318)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-290a,Maritime,Zio,Zio 1,Abobo,Zogbegan,CPL CS La Victoire,93196276,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2914433090926944 6.2741687002442195)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2909,Maritime,Zio,Zio 1,Abobo,Yogon,CS Naphtalia College,99606246,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.302100135068328 6.278765175340809)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2908,Maritime,Zio,Zio 1,Abobo,Kpota,CEG Aveta Gb,S/C BP 42,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Tsevié,Non,MEPSTA,POINT (1.2861049397705913 6.273187003854898)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2907,Maritime,Zio,Zio 1,Abobo,Kpota,CEG Aveta Gc,S/C BP 42,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Tsevié,Non,MEPSTA,POINT (1.2861294710178197 6.273120744507684)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2906,Maritime,Zio,Zio 1,Abobo,Kleme 1,Institut Scolaire Les Archanges College,08BP 80832,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2912899999999996 6.266374999999986)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2905,Maritime,Golfe,Golfe 5,Aflao-Gakli,Amadahome,College Protestant De Lome Amadahome (cplam),Nsp,Nsp,College,Nsp,IESG Golfe-Ouest,Nsp,,POINT (1.1611140966333742 6.205512398150192)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2904,Maritime,Zio,Zio 1,Abobo,Ketapui,CPL CS La Racine,BP 3080,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2994829422596887 6.255024732497557)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2903,Maritime,Zio,Zio 1,Abobo,Kleme,CS La Releve College,93126261,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2866683333333337 6.261409999999978)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2902,Maritime,Zio,Zio 1,Abobo,Sagonou,CPL Mesko,93286232,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.3107246549810079 6.274409775227037)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2901,Maritime,Zio,Zio 1,Abobo,Agove,CS Avenir Amitie Schollkrippen College,03BP30486,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - entreprise,IESG Tsevié,Non,MEPSTA,POINT (1.284133591909195 6.2709097024114975)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2900,Maritime,Zio,Zio 1,Abobo,Abolave,CS Alekam College,92470948/92685237,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2987046119261672 6.240501014176979)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28ff,Plateaux,Kloto,Kloto 1,Kpadapé,Agbossotodji,CEG Kpadape,S/C BP 53 KPALIME,"{Lundi,Mardi,Mercredi,Vendredi}",College,autre,IESG Kpalimé,Oui,MEPSTA,POINT (0.5894772077311835 6.835554679880377)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28fe,Maritime,Zio,Zio 1,Djagblé,Amelibome,CEGIL Amelibome,99425634,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Tsevié,Non,MEPSTA,POINT (1.2586966666666652 6.274013333333331)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28fd,Maritime,Zio,Zio 1,Abobo,Kinikope,Ecole Évangélique Méthodiste John Wesley De Djagble,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Tsevié,Oui,MEPSTA,POINT (1.2910165545938872 6.254560000897977)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28fc,Maritime,Zio,Zio 1,Abobo,Avedji,CEG Abobo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.3707448023852369 6.233973459522229)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28fb,Maritime,Zio,Zio 1,Abobo,Abolave,CS Saint Laurent College,16BP 507 LOME_KEGUE,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.307346317379452 6.2371332588164226)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28fa,Maritime,Zio,Zio 1,Abobo,Sodjakome,CPL Premices,90174883,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.304088617237485 6.248222364304167)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f9,Maritime,Zio,Zio 1,Abobo,Logoe,EPE Lumiere De L'education College,97486508,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.3375483907308703 6.23516419220244)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f8,Maritime,Zio,Zio 1,Abobo,Ketapui,College CS Trone De Dieu Annexe,99845999,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Tsevié,Non,MEPSTA,POINT (1.302385775496634 6.2513499994282204)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f7,Maritime,Zio,Zio 1,Abobo,Abolave,CEG Dalave,91501090,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Domaine public de l'Etat,IESG Tsevié,Non,MEPSTA,POINT (1.3097559188184116 6.245289747451872)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f6,Maritime,Zio,Zio 1,Abobo,Abolave,CEG Abolave Ga,91501090,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.3097497998074916 6.24525740717084)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f5,Maritime,Zio,Zio 1,Abobo,Abolave,CPL John Wesley,99886848/90198047,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.3043190275512149 6.241792287443077)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f4,Maritime,Zio,Zio 1,Abobo,Abolave,CS La Cle Du Savoir College,BP 4057,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.3069573784510258 6.242888859604122)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f3,Maritime,Zio,Zio 2,Kovié,Ananissime,CPL EI Nelson Mandela Kkd,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.080132051876338 6.30918787088538)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f2,Maritime,Zio,Zio 1,Abobo,Lebe,CEG Lebe,S/C BP 42 IESG TSEVIE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.3353835794094717 6.2325694916955054)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f1,Maritime,Zio,Zio 1,Djagblé,Gbamakope,CEG Gbamakope,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2664712727421117 6.271542970461325)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28f0,Maritime,Zio,Zio 1,Djagblé,Amelibome,CS Ulysse College,16BP602,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2564349125081906 6.273937822650861)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28ef,Maritime,Zio,Zio 1,Djagblé,Nutifafakome,CS La Belle Etoile College,134 BP 42,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2707533333333356 6.270056950520418)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28ee,Maritime,Zio,Zio 1,Djagblé,Cite a,CPE My Excellency Ga,16BP309,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2790423085307292 6.271633875712023)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28ed,Maritime,Zio,Zio 1,Djagblé,Cite a,CS CPE My Excellency Gb,16BP309,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2790966666666677 6.271711666666653)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28ec,Maritime,Golfe,Golfe 5,Aflao-Gakli,Avedzi,Cs Marie Antoinette Annexe Primaire,Nsp,Nsp,College,Nsp,IESG Golfe-Ouest,Nsp,,POINT (1.1746484522891543 6.196271103857884)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28eb,Maritime,Zio,Zio 1,Djagblé,Zovadji,College Prive Laique Le Paradis,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2779490122896895 6.262419943283664)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28ea,Maritime,Golfe,Golfe 5,Aflao-Gakli,Avedzi,College Prive Descartes,Nsp,Nsp,College,Nsp,IESG Golfe-Ouest,Nsp,,POINT (1.1920067107962047 6.171914210081747)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e9,Maritime,Zio,Zio 1,Djagblé,Amelibome,CS Sainte Olive College,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2531868194875848 6.273274174660191)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e8,Maritime,Zio,Zio 1,Djagblé,Gbamakope,CS Evangelique Ekam JEsus Revient College,16BP205,"{Jeudi,Lundi,Mardi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.270779204461335 6.267524217699742)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e7,Maritime,Zio,Zio 1,Djagblé,Hlankope,Complexe Scolaire Baptiste Les Sentinelles College,16BP 216,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2535708754895516 6.269896251699978)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e6,Maritime,Zio,Zio 1,Djagblé,Kpota,CEG Djagble,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Samedi,Vendredi}",College,Domaine Prive de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2847237171176458 6.253372158471641)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e5,Maritime,Zio,Zio 1,Djagblé,Kpota,College Institut Scolaire Le Souverain,BP 18,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.290384610524733 6.249651562033881)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e4,Maritime,Zio,Zio 1,Djagblé,Akakope,CS Kekey College,BP 62275,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2771858034700048 6.250548548744796)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e3,Maritime,Zio,Zio 1,Djagblé,Kleme,College CS Le Meridien,99523352,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2866866892997832 6.258649199227346)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e2,Maritime,Zio,Zio 1,Djagblé,Zovadji,CS Lumiere Et Son College,06 BP61047,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2781299175567213 6.2557115473108755)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e1,Maritime,Zio,Zio 1,Djagblé,Kpota,Complexe Technique Evangelique Bon Berger College,99482356,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Tsevié,Non,MEPSTA,POINT (1.2830251870593967 6.250446744877054)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28e0,Maritime,Zio,Zio 1,Dalavé,Salouta,Institut Scolaire Shalom College,90373102,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2621282966745422 6.326229178062461)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28df,Maritime,Zio,Zio 1,Djagblé,Zovadji,CS La Grace College,Néant,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2781543066375616 6.257901915653774)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28de,Maritime,Zio,Zio 1,Djagblé,Poukedji,CS La Perseverance College,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2708592808720283 6.254256783232329)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28dd,Maritime,Zio,Zio 1,Djagblé,Zovadji,Complexe Scolaire Trone De Dieu College,34BP26,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2812998001079197 6.258029455317879)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28dc,Maritime,Zio,Zio 1,Djagblé,Agodome,College CS Prince Emmanuel,BP,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2953160400249073 6.242392553222535)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28db,Maritime,Zio,Zio 1,Djagblé,Agodome,CS Les Enfants Du Monde College,90329585,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2935040824854998 6.245015404143422)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28da,Maritime,Yoto,Yoto 3,Sendome,Kossikohe,CEG Sedome,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.5681514251610382 6.769252904850017)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28d9,Maritime,Yoto,Yoto 3,Sendome,Abossehoe,CEG Abossehoe,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.573892339873857 6.7508691382798425)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28d8,Maritime,Yoto,Yoto 3,Sendome,Kokouhoe,CEGIL Kokouhoe,Néant,"{Lundi,Mercredi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Vogan,Non,MEPSTA,POINT (1.591685285266543 6.7821621037753275)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28d7,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse ana,CEG Esse Ana,S/C IEPP YOTO EST BP 20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.5654766666666677 6.708121666666665)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28d6,Maritime,Yoto,Yoto 3,Essé-Godjin,Temanou kope,CPL Le Regroupement,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Vogan,Oui,MEPSTA,POINT (1.5069216666666678 6.717771666666657)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28d5,Maritime,Yoto,Yoto 3,Essé-Godjin,Atikpatafo,CEGIL Atikpatafo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.6099016666666661 6.742614999999986)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-28d4,Maritime,Yoto,Yoto 3,Essé-Godjin,Ndewone kondji,CEG Ndewone Kondji,S/C BP 06 CEG Tabligbo Ville 1,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.5443191485612613 6.668174009333827)
