FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e7e,Kara,Bassar,Bassar 3,Kabou,Kabou,Lycée Kabou Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.8325426760913445 9.468795595846014)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e7d,Kara,Bassar,Bassar 4,Sanda-Afohou,Lama tessi,Lycée Sanda Afohou Lycée,Non,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.9511416666666667 9.485530475097672)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e7c,Kara,Bassar,Bassar 4,Sanda-Kagbanda,Kagbanda,Lycée Sanda Kagbanda Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Non,MEPSTA,POINT (0.8945627241970064 9.486112246136093)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e7b,Kara,Bassar,Bassar 2,Bitchabe,Tapou,Lycée Lycée Bitchabe,S/C BP07 90009451,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.5860856472329167 9.328520397091662)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e7a,Kara,Bassar,Bassar 2,Bangeli,Sansalé,Lycée Bangeli Lycée,S/C IEPP Bassar-Nord,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.6262109306184929 9.416116841371311)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e79,Kara,Binah,Binah 1,Solla,Kouyoriaya,Lycée Solla,BP 73,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.3479653929335726 9.906199115981204)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e78,Kara,Binah,Binah 1,Pessaré,Lokade,Lycée Pessare Lycée,BP 85,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - Collectivite coutumiere,IESG Kara,Oui,MEPSTA,POINT (1.2494098208068154 9.787767296413067)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e77,Kara,Binah,Binah 1,Boufalé,Yaobraka,Lycée Boufale,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - Collectivite coutumiere,IESG Kara,Non,MEPSTA,POINT (1.3507433333333336 9.84579333333332)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e76,Kara,Binah,Binah 1,Lama-Dessi,Houla,Lycée Farende Lycée,BP 84 PAGOUDA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2412393728726834 9.723911414459677)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e75,Kara,Binah,Binah 1,Pagouda,Nsp,Lycée Pagouda,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.3112967724696685 9.742992943637848)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e74,Kara,Binah,Binah 2,Sirka,Amonde,Lycée Sirka Lycée,BP25 KETAO,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.334250423085573 9.545065472460859)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e73,Kara,Binah,Binah 2,Kétao,Ketao,IPEX Ketao,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.3088858475409368 9.650938825335235)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e72,Kara,Binah,Binah 2,Kétao,Kétao,Lycée De Ketao,BP25,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.3192301058000968 9.656106319708877)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e71,Kara,Binah,Binah 2,Kétao,Tchrokou,CSIFA Rahamah Lycée,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Lycée,Prive - entreprise,IESG Kara,Non,MEPSTA,POINT (1.3276810428144747 9.662010094239681)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e70,Kara,Binah,Binah 2,Kémérida,Tchamde,Lycée Kemerida Lycée,BP 29 Kétao,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - Collectivite coutumiere,IESG Kara,Oui,MEPSTA,POINT (1.35490005044774 9.663307537296541)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e6f,Kara,Kéran,Kéran 3,Nadoba,Nadoba,Lycée Lycée Nadoba,BP 02,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.083470614801555 10.129592641542807)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e6e,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Fadama,CPL Complexe Scolaire Fleche Savante Lycée,Non,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Bassar,Non,MEPSTA,POINT (0.6065005502601287 9.686759031343056)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e6d,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Guerin kouka,Lycée Guerin Kouka 1 Lycée,BP 68,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.6069163689419039 9.703627244826746)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e6c,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Gbangbale,Lycée Guerin Kouka 2 Lycée,BP 55,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.6189509506927952 9.687127113050717)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e6b,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Latin,CET Adam Smith,Non,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Bassar,Oui,MEPSTA,POINT (0.6102974404749003 9.703836731282216)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e6a,Kara,Dankpen,Dankpen 3,Bapuré,Bitchampobe,Lycée Bapure CEG,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.6225214965869144 9.52347829640283)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e69,Kara,Doufelgou,Doufelgou 1,Pouda,Kawa-bas,Lycée Pouda Massedena,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.2590612307641522 9.890172813520909)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e68,Kara,Dankpen,Dankpen 2,Namon,Namon,Lycée Namon Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Oui,MEPSTA,POINT (0.8143133871067654 9.729972408009463)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e67,Kara,Dankpen,Dankpen 3,Kidjabou,Kidjaboun,Lycée Kidjaboun Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Bassar,Non,MEPSTA,POINT (0.4620890651817012 9.781281597954585)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e66,Kara,Doufelgou,Doufelgou 1,Siou,Siou,Lycée Siou Lycée,BP93,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Non,MEPSTA,POINT (1.2030861632906398 9.812837918994706)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e65,Kara,Doufelgou,Doufelgou 1,Niamtougou,Niamtougou,Lycée Marie Romano,Lyceeaeroport2020@gmail.com,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.1079906732511702 9.773370896753159)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e64,Kara,Doufelgou,Doufelgou 1,Niamtougou,Borgou,Lycée Niamtougou Lycée,Nsp,"{Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.115214380170533 9.751472559664995)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e63,Kara,Doufelgou,Doufelgou 1,Ténéga,Djofaga,Lycée Tenega Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.139835000000001 9.80959166666666)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e62,Kara,Doufelgou,Doufelgou 1,Baga,Kirgah,Lycée Baga Lycée,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Nsp,IESG Niamtougou,Oui,MEPSTA,POINT (1.0941019251978565 9.807227582079348)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e61,Kara,Doufelgou,Doufelgou 1,Koka,Kantambolo,Institut Pere Brungard Lycée,Néant,"{Mardi,Mercredi,Lundi,Jeudi,Vendredi}",Lycée,Prive - Collectivite coutumiere,IESG Niamtougou,Non,MEPSTA,POINT (1.1258215957271012 9.787766145922804)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e60,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou,Lycée Broukou Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.9309374682274985 9.742676765911835)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e5f,Kara,Doufelgou,Doufelgou 3,Kadjalla,Outi,Lycée Lycée Kadjalla,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.9818003849139763 9.81265964315363)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e5e,Kara,Kéran,Kéran 2,Ataloté,Atalote,Lyceé Atalote Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.954269450824141 9.938363599162892)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e5d,Kara,Doufelgou,Doufelgou 2,Défalé,Teleote,Lycée Lycée Defale,BP 85,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.0929063298026818 9.86820671034294)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e5c,Kara,Kéran,Kéran 1,Kantè,Nsp,Ecole Des Sourds,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Niamtougou,Non,MEPSTA,POINT (1.0677940186431736 9.94771166865153)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e5b,Kara,Kéran,Kéran 1,Kantè,Hourta,Lycée Kante Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.0586387727169353 9.954798238649289)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e5a,Kara,Kéran,Kéran 1,Kantè,Atetou,Lycée Kante-ville Ii Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Niamtougou,Non,MEPSTA,POINT (1.048122217305152 9.93793127845232)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e59,Kara,Kéran,Kéran 1,Kantè,Ankande,LETP Kante,26607165,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Niamtougou,Oui,MEPSTA,POINT (1.0289866666666667 9.967653333333335)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e58,Kara,Kéran,Kéran 1,Kantè,Kante-saar,CET Kante,70419163,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Niamtougou,Oui,MEPSTA,POINT (1.042858734569003 9.947676410728608)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e57,Kara,Kozah,Kozah 1,Landa,Landa,Lycée Landa Lycée,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.2701594588736211 9.669361495696497)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e56,Kara,Kozah,Kozah 1,Lassa,Samala bas,Lycée Lassa-soumdina,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - Collectivite coutumiere,IESG Kara,Non,MEPSTA,POINT (1.2469219323687064 9.617346670938318)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e55,Kara,Kozah,Kozah 1,Lassa,Soumade,Lycée Soumade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.2158799999999998 9.59427)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e54,Kara,Kozah,Kozah 1,Lassa,Soumdina-haut,Lycée Lycée Soumdina-haut,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2125184764944432 9.662315535975386)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e53,Kara,Kozah,Kozah 1,Lassa,Lassa houde,Lycée Des Montagnes,BP 128,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2029178441942656 9.648619568197265)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e52,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,Lycée Scientifique De Kara,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Kara,Non,MEPSTA,POINT (1.2111690926371887 9.563489124818474)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e51,Kara,Kozah,Kozah 1,Commune De Kara,Tchitchinida,Lycée Tchintchinda Lycée,LYCEE TCHINTCHINDA 91575853,{Lundi},Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2182070362873745 9.545292251205492)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e50,Kara,Kozah,Kozah 1,Commune De Kara,Abouda,Lycée CPL Excellence,93082999,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.233795832488275 9.522762749606823)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e4f,Kara,Kozah,Kozah 1,Commune De Kara,Soudoulow,CS Prive Laic All School,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.2162031066949566 9.524894092559578)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e4e,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,CSPL La Fraternite Kara-dongoyo Lycée,B.P 422-KARA KOZAH CENTRE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.176534690776753 9.54684421911299)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e4d,Kara,Kozah,Kozah 1,Commune De Kara,Cofac,College Protestant Kara,02,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.1927645629644141 9.549968365602354)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e4c,Kara,Kozah,Kozah 1,Commune De Kara,Chaminade,Lycée College Saint Augustin,Bp 446,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Nsp,IESG Kara,Non,MEPSTA,POINT (1.190415000000001 9.555674999999997)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e4b,Kara,Kozah,Kozah 1,Commune De Kara,Kpimboh,College Adele Kara Lycée,BP 788,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Kara,Oui,MEPSTA,POINT (1.1881642762167883 9.55339558935254)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e4a,Kara,Kozah,Kozah 1,Commune De Kara,Teloude,Lycée Kara 1 Lycée,BP 06,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.182360105008408 9.554207517129488)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e49,Kara,Kozah,Kozah 1,Commune De Kara,Adjambissi,Lycée Kara -sud Lycée,BP 81 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1982583333333325 9.534195)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e48,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,Lycée Kara 2,K_LA_LYCEE_KARA_2,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2052182067756787 9.560517311211502)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e47,Kara,Kozah,Kozah 1,Commune De Kara,Lama kpedah,Lycée Lama Kpedah Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.185328998993598 9.592568360787052)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e46,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,Lycée CS Espoir,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.2033836525669066 9.557207489393523)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e45,Kara,Kozah,Kozah 1,Commune De Kara,Welade,College Chaminade Kara Lycée,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,autre,IESG Kara,Oui,MEPSTA,POINT (1.1912666475784002 9.55565135034611)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e44,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,Lycée Le Savoir,BP 6068,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.1838166666666663 9.542919999999993)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e43,Kara,Kozah,Kozah 1,Commune De Kara,Tome,Lycée CS Islamique El-nour,400BP632 Rue du CHR Kara Tomdè,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.2027498373051055 9.558855065460818)
